section	item	sample	value	source
inversion_recurrence	188 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	188 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:138566970-138669049	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | max_span_bp		104442	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	189 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:147442122-147546564	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | max_span_bp		209526	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	190 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:29965238-30174765	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | max_span_bp		138683	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	191 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:57221921-57360605	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | max_span_bp		607405	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	192 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:89845865-90453270	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | max_span_bp		120480	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	193 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:90685877-90806357	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | max_span_bp		696025	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	194 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:110921308-111617333	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | max_span_bp		190404	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	195 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:122937957-123128362	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | max_span_bp		205104	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	196 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:128356092-128561196	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | max_span_bp		122023	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	197 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:133902842-134024865	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | max_span_bp		134466	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	198 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:136914755-137049221	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | max_span_bp		193186	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	199 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:142246931-142440117	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | max_span_bp		268052	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	200 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:145026605-145294657	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | max_span_bp		112446	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	201 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051863.1:187696698-187809144	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | max_span_bp		295432	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	202 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:6694872-6990304	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | max_span_bp		438941	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	203 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:38310670-38749611	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | max_span_bp		522302	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	204 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:38791749-39314052	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | max_span_bp		517340	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	205 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:39448811-39966151;Cx_pallens_vs_Cx_molestus:NC_068937.1:101586689-101817736;Cx_molestus_vs_Cx_pipiens:CM044968.1:29698017-29911806	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | max_span_bp		137373	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	206 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:63238851-63376224	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | max_span_bp		409497	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	207 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:63869414-64278911	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | max_span_bp		253505	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	208 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:64416089-64669594	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | max_span_bp		143909	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	209 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:64921049-65064958	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | max_span_bp		127605	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	210 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:67068374-67195979	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | max_span_bp		176676	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	211 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:68110721-68287397	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | max_span_bp		624648	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | pairs		Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	212 | members		Cx_quinquefasciatus_vs_Cx_pipiens:NC_051861.1:88394833-89019481	results/synteny/inversion_recurrence.tsv
inversion_recurrence	213 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	213 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	213 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
